Date,Open,High,Low,Close,Adj Close,Volume
2016-09-07,1137.500000,1157.500000,1115.000000,1157.500000,1157.500000,17
2016-09-08,1160.000000,1170.000000,1157.500000,1157.500000,1157.500000,41
2016-09-09,1137.500000,1142.500000,1105.000000,1108.500000,1108.500000,192
2016-09-12,1127.500000,1152.500000,1125.000000,1152.500000,1152.500000,23
2016-09-13,1162.500000,1162.500000,1145.000000,1152.500000,1152.500000,21
2016-09-14,1152.500000,1152.500000,1107.500000,1132.500000,1132.500000,62
2016-09-15,1132.500000,1132.500000,1115.000000,1115.000000,1115.000000,8
2016-09-16,1122.500000,1162.500000,1115.000000,1130.000000,1130.000000,66
2016-09-19,1175.000000,1190.000000,1172.500000,1190.000000,1190.000000,56
2016-09-20,1165.000000,1165.000000,1127.500000,1162.500000,1162.500000,30
2016-09-21,1140.000000,1140.000000,1100.500000,1125.000000,1125.000000,51
2016-09-22,1125.000000,1127.500000,1097.500000,1122.500000,1122.500000,27
2016-09-23,1112.500000,1132.500000,1095.000000,1132.500000,1132.500000,17
2016-09-26,1122.500000,1122.500000,1097.500000,1110.000000,1110.000000,28
2016-09-27,1105.000000,1120.000000,1100.000000,1120.000000,1120.000000,28
2016-09-28,1125.000000,1160.000000,1113.000000,1160.000000,1160.000000,20
2016-09-29,1145.000000,1145.000000,1092.500000,1135.000000,1135.000000,30
2016-09-30,1175.000000,1175.000000,1142.500000,1150.000000,1150.000000,44
2016-10-03,1152.000000,1152.000000,1107.500000,1146.250000,1146.250000,18
2016-10-04,1150.000000,1157.500000,1142.500000,1157.500000,1157.500000,17
2016-10-05,1137.500000,1142.500000,1125.000000,1142.500000,1142.500000,48
2016-10-06,1137.500000,1137.500000,1115.000000,1135.000000,1135.000000,34
2016-10-07,1145.000000,1152.500000,1125.000000,1152.500000,1152.500000,10
2016-10-10,1125.000000,1125.000000,1087.500000,1100.000000,1100.000000,40
2016-10-11,1075.000000,1115.000000,1075.000000,1102.500000,1102.500000,11
2016-10-12,1105.000000,1105.000000,1092.500000,1100.000000,1100.000000,6
2016-10-13,1087.500000,1092.500000,1007.500000,1080.000000,1080.000000,54
2016-10-14,1062.500000,1115.000000,1030.000000,1055.000000,1055.000000,9
2016-10-17,1052.500000,1075.000000,1017.500000,1047.500000,1047.500000,26
2016-10-18,1030.000000,1072.500000,1007.500000,1057.500000,1057.500000,19
2016-10-19,1012.500000,1025.000000,990.000000,1025.000000,1025.000000,11
2016-10-20,990.000000,992.500000,962.500000,962.500000,962.500000,26
2016-10-21,962.500000,965.500000,920.000000,965.500000,965.500000,28
2016-10-24,960.000000,1019.750000,960.000000,1010.000000,1010.000000,76
2016-10-25,1040.000000,1040.000000,1040.000000,1040.000000,1040.000000,0
2016-10-26,1040.000000,1070.000000,990.000000,1070.000000,1070.000000,17
2016-10-27,1045.000000,1050.000000,1000.000000,1015.000000,1015.000000,52
2016-10-28,1006.500000,1075.000000,1005.000000,1075.000000,1075.000000,34
2016-10-31,1057.500000,1060.000000,1047.750000,1047.750000,1047.750000,10
2016-11-01,1032.500000,1037.500000,1025.000000,1037.500000,1037.500000,16
2016-11-02,1015.000000,1040.000000,1015.000000,1027.500000,1027.500000,16
2016-11-03,1025.000000,1025.000000,1025.000000,1025.000000,1025.000000,0
2016-11-04,1022.500000,1025.000000,1000.000000,1025.000000,1025.000000,7
2016-11-07,960.000000,987.500000,945.000000,987.500000,987.500000,9
2016-11-08,965.000000,1035.000000,940.000000,940.000000,940.000000,10
2016-11-09,955.000000,967.500000,870.000000,890.000000,890.000000,91
2016-11-10,905.000000,966.250000,884.750000,950.000000,950.000000,37
2016-11-11,945.000000,945.000000,912.500000,932.500000,932.500000,12
2016-11-14,935.000000,962.500000,880.000000,912.500000,912.500000,62
2016-11-15,889.000000,893.750000,888.000000,888.000000,888.000000,4
2016-11-16,888.000000,888.000000,888.000000,888.000000,888.000000,0
2016-11-17,875.000000,875.000000,862.500000,865.000000,865.000000,7
2016-11-18,890.000000,890.000000,890.000000,890.000000,890.000000,2
2016-11-21,845.000000,860.000000,827.500000,860.000000,860.000000,14
2016-11-22,847.500000,847.500000,847.500000,847.500000,847.500000,1
2016-11-23,847.500000,847.500000,847.500000,847.500000,847.500000,0
2016-11-25,845.250000,845.250000,845.250000,845.250000,845.250000,2
2016-11-28,842.500000,845.000000,832.500000,832.500000,832.500000,7
2016-11-29,857.500000,857.500000,822.000000,822.000000,822.000000,3
2016-11-30,800.000000,800.000000,800.000000,800.000000,800.000000,16
2016-12-01,732.500000,735.000000,677.500000,711.500000,711.500000,50
2016-12-02,687.500000,737.500000,687.500000,737.500000,737.500000,28
2016-12-05,732.500000,740.000000,665.000000,705.000000,705.000000,86
2016-12-06,705.000000,708.250000,682.500000,682.500000,682.500000,46
2016-12-07,675.000000,675.000000,637.500000,667.500000,667.500000,36
2016-12-08,680.000000,720.000000,680.000000,700.000000,700.000000,9
2016-12-09,700.000000,700.000000,700.000000,700.000000,700.000000,0
2016-12-12,700.000000,700.000000,700.000000,700.000000,700.000000,0
2016-12-13,700.000000,700.000000,700.000000,700.000000,700.000000,0
2016-12-14,700.000000,700.000000,700.000000,700.000000,700.000000,0
2016-12-15,700.000000,700.000000,700.000000,700.000000,700.000000,0
2016-12-16,700.000000,700.000000,700.000000,700.000000,700.000000,0
2016-12-19,655.000000,687.500000,650.000000,682.500000,682.500000,9
2016-12-20,682.500000,682.500000,682.500000,682.500000,682.500000,0
2016-12-21,615.000000,682.500000,615.000000,665.000000,665.000000,8
2016-12-22,665.000000,665.000000,665.000000,665.000000,665.000000,0
2016-12-23,575.000000,687.500000,575.000000,673.250000,673.250000,21
2016-12-27,742.500000,750.000000,700.000000,700.000000,700.000000,74
2016-12-28,737.500000,805.000000,737.500000,770.000000,770.000000,33
2016-12-29,725.000000,762.500000,725.000000,760.000000,760.000000,8
2016-12-30,772.500000,772.500000,772.500000,772.500000,772.500000,1
2017-01-03,797.500000,797.500000,767.000000,767.000000,767.000000,8
2017-01-04,797.500000,875.000000,797.500000,820.000000,820.000000,43
2017-01-05,862.500000,862.500000,862.500000,862.500000,862.500000,5
2017-01-06,812.500000,812.500000,812.500000,812.500000,812.500000,1
2017-01-09,847.500000,875.000000,812.500000,837.000000,837.000000,45
2017-01-10,886.250000,887.500000,869.000000,881.500000,881.500000,8
2017-01-11,812.500000,830.000000,812.500000,830.000000,830.000000,21
2017-01-12,1112.500000,2195.000000,1011.750000,1527.500000,1527.500000,30042
2017-01-13,1350.000000,1436.250000,1025.000000,1087.500000,1087.500000,2078
2017-01-17,1125.000000,1125.000000,875.000000,902.500000,902.500000,539
2017-01-18,967.500000,1000.000000,937.500000,965.000000,965.000000,370
2017-01-19,987.500000,990.000000,927.500000,940.000000,940.000000,105
2017-01-20,920.000000,955.000000,917.500000,955.000000,955.000000,128
2017-01-23,850.000000,890.000000,850.000000,885.000000,885.000000,212
2017-01-24,825.000000,855.500000,812.500000,845.000000,845.000000,194
2017-01-25,880.000000,902.500000,827.500000,840.000000,840.000000,177
2017-01-26,850.000000,857.500000,787.500000,822.500000,822.500000,134
2017-01-27,822.500000,822.500000,777.250000,795.000000,795.000000,90
2017-01-30,785.000000,812.500000,775.000000,784.750000,784.750000,162
2017-01-31,735.000000,790.000000,735.000000,774.250000,774.250000,126
2017-02-01,792.500000,962.500000,792.500000,862.500000,862.500000,313
2017-02-02,910.000000,1427.500000,889.000000,1005.000000,1005.000000,1639
2017-02-03,975.000000,1002.500000,870.000000,935.000000,935.000000,272
2017-02-06,1017.500000,1061.250000,982.500000,1012.500000,1012.500000,141
2017-02-07,1027.500000,1084.750000,1027.500000,1042.500000,1042.500000,110
2017-02-08,1355.000000,1692.500000,1185.000000,1240.000000,1240.000000,22692
2017-02-09,1157.500000,1297.500000,1157.500000,1247.500000,1247.500000,890
2017-02-10,1225.000000,1275.000000,1225.000000,1265.000000,1265.000000,334
2017-02-13,1262.500000,1287.500000,1222.500000,1287.500000,1287.500000,405
2017-02-14,1280.000000,1687.500000,1280.000000,1530.000000,1530.000000,6223
2017-02-15,1500.000000,1600.000000,1431.000000,1500.000000,1500.000000,958
2017-02-16,1537.500000,1537.500000,1437.500000,1457.500000,1457.500000,409
2017-02-17,1442.500000,1492.500000,1425.000000,1457.500000,1457.500000,144
2017-02-21,1775.000000,1942.500000,1632.500000,1680.000000,1680.000000,7579
2017-02-22,1717.500000,1717.500000,1492.500000,1512.500000,1512.500000,587
2017-02-23,1507.500000,1610.000000,1507.500000,1555.000000,1555.000000,162
2017-02-24,1562.500000,1618.250000,1505.000000,1535.000000,1535.000000,125
2017-02-27,1587.500000,1625.000000,1535.000000,1562.500000,1562.500000,198
2017-02-28,1555.000000,1747.500000,1555.000000,1647.500000,1647.500000,676
2017-03-01,1685.000000,1750.000000,1657.500000,1702.500000,1702.500000,268
2017-03-02,1712.500000,1822.500000,1702.500000,1712.500000,1712.500000,287
2017-03-03,1812.500000,1812.500000,1640.000000,1685.000000,1685.000000,90
2017-03-06,1677.500000,1677.500000,1565.000000,1587.500000,1587.500000,160
2017-03-07,1570.000000,1607.500000,1500.000000,1602.500000,1602.500000,139
2017-03-08,1610.000000,1667.500000,1585.000000,1627.500000,1627.500000,123
2017-03-09,1612.500000,1627.500000,1551.250000,1587.500000,1587.500000,68
2017-03-10,1592.000000,1709.750000,1581.500000,1662.500000,1662.500000,72
2017-03-13,1640.000000,1651.250000,1590.000000,1597.500000,1597.500000,153
2017-03-14,1580.000000,1587.500000,1560.000000,1565.000000,1565.000000,79
2017-03-15,1587.500000,1618.750000,1575.000000,1590.000000,1590.000000,70
2017-03-16,1572.500000,1597.500000,1525.000000,1557.500000,1557.500000,55
2017-03-17,1587.500000,1627.500000,1560.000000,1587.500000,1587.500000,39
2017-03-20,1587.500000,1587.500000,1560.000000,1560.000000,1560.000000,52
2017-03-21,1575.000000,1575.000000,1500.000000,1502.500000,1502.500000,111
2017-03-22,1492.500000,1529.750000,1455.750000,1485.000000,1485.000000,116
2017-03-23,1607.500000,1607.500000,1512.500000,1556.750000,1556.750000,89
2017-03-24,1525.000000,1603.250000,1525.000000,1566.000000,1566.000000,22
2017-03-27,2192.500000,3375.000000,2137.500000,2725.000000,2725.000000,36499
2017-03-28,2580.000000,2687.500000,1975.000000,2075.000000,2075.000000,5004
2017-03-29,1950.000000,2222.500000,1910.000000,2185.000000,2185.000000,1390
2017-03-30,2175.000000,2272.500000,2070.000000,2245.000000,2245.000000,646
2017-03-31,2307.500000,2307.500000,2025.000000,2150.000000,2150.000000,501
2017-04-03,2472.500000,2660.500000,2237.500000,2377.500000,2377.500000,5869
2017-04-04,2417.500000,2417.500000,2245.000000,2275.000000,2275.000000,953
2017-04-05,2250.000000,2317.500000,2188.000000,2315.000000,2315.000000,527
2017-04-06,2282.500000,2397.500000,2137.500000,2392.500000,2392.500000,563
2017-04-07,2205.000000,2315.000000,2000.000000,2172.500000,2172.500000,784
2017-04-10,2182.500000,2200.000000,2080.000000,2162.500000,2162.500000,172
2017-04-11,2130.000000,2152.500000,2065.500000,2107.500000,2107.500000,100
2017-04-12,2115.000000,2115.000000,2030.000000,2067.500000,2067.500000,201
2017-04-13,2062.500000,2082.500000,2030.000000,2062.500000,2062.500000,99
2017-04-17,2037.500000,2087.500000,2002.500000,2080.000000,2080.000000,109
2017-04-18,2052.500000,2072.500000,1965.000000,2000.000000,2000.000000,266
2017-04-19,1995.000000,2040.000000,1962.500000,2002.500000,2002.500000,167
2017-04-20,2050.000000,2069.000000,2002.500000,2015.000000,2015.000000,77
2017-04-21,2012.500000,2035.000000,1980.000000,1985.000000,1985.000000,35
2017-04-24,2030.000000,2035.000000,2007.500000,2025.000000,2025.000000,70
2017-04-25,2057.500000,2307.500000,2022.500000,2080.000000,2080.000000,1070
2017-04-26,2052.500000,2052.500000,2005.500000,2012.500000,2012.500000,58
2017-04-27,2250.000000,2375.000000,2150.000000,2283.250000,2283.250000,946
2017-04-28,2372.500000,2472.500000,2287.500000,2315.000000,2315.000000,386
2017-05-01,2282.500000,2356.250000,2200.000000,2222.500000,2222.500000,159
2017-05-02,2212.500000,2240.000000,2125.000000,2235.000000,2235.000000,188
2017-05-03,2370.000000,2400.000000,2282.500000,2342.500000,2342.500000,938
2017-05-04,2425.000000,2425.000000,2267.500000,2305.000000,2305.000000,157
2017-05-05,2375.000000,2377.500000,2325.000000,2360.000000,2360.000000,157
2017-05-08,2370.000000,2377.500000,2312.750000,2372.500000,2372.500000,112
2017-05-09,2425.000000,2560.000000,2416.750000,2512.500000,2512.500000,713
2017-05-10,2525.000000,2550.000000,2475.250000,2535.000000,2535.000000,203
2017-05-11,2572.500000,2598.750000,2500.000000,2502.500000,2502.500000,280
2017-05-12,2553.750000,2553.750000,2480.000000,2500.000000,2500.000000,120
2017-05-15,2547.500000,2597.500000,2537.750000,2580.000000,2580.000000,88
2017-05-16,2562.500000,2640.000000,2562.500000,2590.000000,2590.000000,150
2017-05-17,2497.500000,2497.500000,2247.500000,2370.000000,2370.000000,297
2017-05-18,2342.500000,2415.000000,2250.000000,2377.500000,2377.500000,204
2017-05-19,2365.000000,2447.500000,2333.500000,2392.500000,2392.500000,68
2017-05-22,2429.000000,2429.000000,2342.500000,2375.000000,2375.000000,58
2017-05-23,2507.500000,2507.500000,2362.500000,2397.500000,2397.500000,108
2017-05-24,2362.500000,2389.750000,2287.500000,2305.000000,2305.000000,112
2017-05-25,2307.500000,2397.500000,2307.500000,2345.000000,2345.000000,68
2017-05-26,2377.500000,2425.000000,2302.500000,2310.000000,2310.000000,40
2017-05-30,2495.000000,2495.000000,2275.000000,2307.500000,2307.500000,96
2017-05-31,2275.000000,2346.250000,2275.000000,2282.500000,2282.500000,39
2017-06-01,2277.500000,2330.000000,2237.750000,2245.000000,2245.000000,119
2017-06-02,2210.000000,2275.000000,2202.500000,2202.500000,2202.500000,80
2017-06-05,2187.500000,2200.250000,2127.500000,2140.000000,2140.000000,109
2017-06-06,2107.500000,2183.250000,2052.500000,2122.500000,2122.500000,207
2017-06-07,2052.500000,2090.000000,2000.000000,2000.000000,2000.000000,148
2017-06-08,1952.500000,1985.500000,1879.000000,1935.000000,1935.000000,230
2017-06-09,1937.500000,1972.500000,1900.000000,1900.000000,1900.000000,82
2017-06-12,2207.500000,2280.000000,2015.000000,2047.500000,2047.500000,207
2017-06-13,2135.000000,2182.500000,2065.500000,2182.500000,2182.500000,132
2017-06-14,2232.500000,2232.500000,2052.500000,2072.500000,2072.500000,52
2017-06-15,2040.000000,2042.500000,1925.000000,1960.000000,1960.000000,87
2017-06-16,1957.500000,2106.750000,1937.500000,2012.500000,2012.500000,103
2017-06-19,2010.000000,2055.000000,1987.500000,2055.000000,2055.000000,51
2017-06-20,2025.000000,2127.500000,2016.250000,2120.000000,2120.000000,74
2017-06-21,2105.000000,2187.500000,2002.500000,2002.500000,2002.500000,120
2017-06-22,2022.500000,2122.500000,2010.000000,2087.500000,2087.500000,40
2017-06-23,2147.500000,2147.500000,2041.500000,2105.000000,2105.000000,89
2017-06-26,2170.000000,2248.750000,2122.500000,2132.500000,2132.500000,218
2017-06-27,2112.500000,2136.750000,2020.000000,2025.000000,2025.000000,64
2017-06-28,1990.000000,2087.500000,1990.000000,2052.500000,2052.500000,100
2017-06-29,2065.000000,2170.000000,2032.500000,2160.000000,2160.000000,100
2017-06-30,2145.000000,2215.000000,2015.000000,2015.000000,2015.000000,150
2017-07-03,2002.500000,2030.000000,1915.000000,1955.000000,1955.000000,92
2017-07-05,1985.000000,1997.500000,1922.500000,1981.250000,1981.250000,115
2017-07-06,1952.500000,2035.000000,1922.500000,2035.000000,2035.000000,136
2017-07-07,2020.000000,2103.250000,1975.000000,1975.000000,1975.000000,102
2017-07-10,1962.500000,1974.250000,1925.000000,1932.500000,1932.500000,32
2017-07-11,1895.000000,2000.000000,1895.000000,1950.000000,1950.000000,44
2017-07-12,1950.000000,1997.500000,1925.000000,1975.000000,1975.000000,143
2017-07-13,1942.500000,1985.000000,1942.500000,1950.000000,1950.000000,54
2017-07-14,1953.500000,2012.500000,1943.750000,2012.500000,2012.500000,130
2017-07-17,1965.000000,1997.500000,1925.000000,1925.000000,1925.000000,166
2017-07-18,1925.000000,1930.000000,1845.000000,1845.000000,1845.000000,72
2017-07-19,1835.000000,1945.000000,1835.000000,1942.500000,1942.500000,135
2017-07-20,1875.000000,1935.000000,1855.500000,1895.000000,1895.000000,105
2017-07-21,1872.500000,1952.750000,1857.500000,1880.000000,1880.000000,51
2017-07-24,1932.500000,1985.000000,1875.000000,1920.000000,1920.000000,172
2017-07-25,1962.500000,1977.500000,1889.750000,1902.500000,1902.500000,78
2017-07-26,1920.000000,1955.000000,1875.000000,1887.500000,1887.500000,80
2017-07-27,1917.500000,1962.500000,1865.000000,1867.500000,1867.500000,82
2017-07-28,1910.000000,1920.000000,1872.500000,1872.500000,1872.500000,5
2017-07-31,1920.000000,1972.500000,1852.500000,1855.000000,1855.000000,34
2017-08-01,1910.000000,1941.250000,1862.500000,1941.250000,1941.250000,14
2017-08-02,1887.500000,1912.500000,1815.000000,1830.000000,1830.000000,88
2017-08-03,1825.000000,1845.000000,1720.000000,1767.500000,1767.500000,258
2017-08-04,1710.250000,1845.000000,1710.250000,1712.500000,1712.500000,80
2017-08-07,1677.500000,1677.500000,1630.000000,1657.500000,1657.500000,82
2017-08-08,1637.500000,1720.000000,1637.500000,1650.000000,1650.000000,71
2017-08-09,1695.000000,1695.000000,1652.750000,1659.500000,1659.500000,34
2017-08-10,1680.000000,1680.500000,1567.500000,1570.000000,1570.000000,53
2017-08-11,1625.000000,1625.000000,1540.000000,1562.500000,1562.500000,22
2017-08-14,1552.500000,1637.500000,1552.500000,1612.500000,1612.500000,44
2017-08-15,1602.500000,1652.500000,1585.000000,1610.000000,1610.000000,15
2017-08-16,1575.000000,1625.000000,1572.500000,1577.500000,1577.500000,47
2017-08-17,1637.500000,1659.750000,1600.000000,1645.000000,1645.000000,41
2017-08-18,1700.000000,1850.000000,1648.250000,1765.000000,1765.000000,207
2017-08-21,1787.500000,1862.250000,1750.000000,1775.000000,1775.000000,95
2017-08-22,1757.500000,1822.250000,1705.000000,1747.500000,1747.500000,124
2017-08-23,1727.500000,1840.000000,1727.500000,1815.000000,1815.000000,171
2017-08-24,1770.000000,1817.500000,1765.000000,1807.500000,1807.500000,17
2017-08-25,1821.500000,1825.000000,1800.000000,1800.000000,1800.000000,20
2017-08-28,1887.500000,1887.500000,1770.000000,1800.000000,1800.000000,52
2017-08-29,1790.000000,1887.500000,1784.000000,1870.000000,1870.000000,163
2017-08-30,1825.000000,2014.500000,1825.000000,1992.500000,1992.500000,176
2017-08-31,2025.000000,2232.500000,1975.000000,2195.000000,2195.000000,178
2017-09-01,2250.000000,2362.500000,2195.000000,2282.500000,2282.500000,276
2017-09-05,2560.000000,2845.000000,2450.000000,2515.000000,2515.000000,1370
2017-09-06,2575.000000,2575.000000,2385.000000,2497.500000,2497.500000,400
2017-09-07,2125.000000,2316.750000,2040.000000,2115.000000,2115.000000,913
2017-09-08,2122.500000,2150.000000,2087.500000,2095.000000,2095.000000,64
2017-09-11,2050.000000,2086.000000,1950.000000,2002.500000,2002.500000,241
2017-09-12,2022.500000,2137.500000,2022.500000,2037.500000,2037.500000,97
2017-09-13,2030.000000,2047.500000,1997.500000,2005.000000,2005.000000,75
2017-09-14,2017.500000,2217.500000,2005.000000,2077.500000,2077.500000,103
2017-09-15,2100.000000,2195.000000,2035.000000,2057.500000,2057.500000,87
2017-09-18,2025.000000,2062.500000,1950.000000,1950.000000,1950.000000,136
2017-09-19,1967.500000,2062.500000,1925.000000,2015.000000,2015.000000,268
2017-09-20,2037.500000,2090.000000,1987.500000,2005.000000,2005.000000,64
2017-09-21,2000.000000,2092.500000,2000.000000,2022.500000,2022.500000,6
2017-09-22,2042.500000,2100.000000,2042.500000,2070.000000,2070.000000,15
2017-09-25,2120.000000,2128.250000,2080.000000,2090.000000,2090.000000,200
2017-09-26,2090.000000,2145.000000,2080.000000,2105.000000,2105.000000,67
2017-09-27,2097.500000,2097.500000,2025.000000,2027.500000,2027.500000,76
2017-09-28,2062.500000,2062.500000,2007.500000,2015.000000,2015.000000,78
2017-09-29,2012.500000,2015.500000,1987.500000,1987.500000,1987.500000,24
2017-10-02,1975.000000,2038.250000,1975.000000,2032.500000,2032.500000,88
2017-10-03,2000.000000,2015.000000,1962.500000,1967.500000,1967.500000,40
2017-10-04,1987.500000,2000.000000,1952.500000,1969.250000,1969.250000,17
2017-10-05,1979.000000,2012.750000,1979.000000,1992.500000,1992.500000,10
2017-10-06,2000.000000,2035.000000,2000.000000,2035.000000,2035.000000,8
2017-10-09,2025.000000,2043.500000,2000.000000,2005.000000,2005.000000,48
2017-10-10,2000.000000,2012.500000,1975.000000,1975.000000,1975.000000,26
2017-10-11,1947.500000,2010.250000,1947.500000,1975.000000,1975.000000,54
2017-10-12,1955.000000,2025.000000,1955.000000,1955.000000,1955.000000,34
2017-10-13,1975.000000,2022.500000,1952.750000,2022.500000,2022.500000,39
2017-10-16,1975.000000,1997.500000,1957.500000,1957.500000,1957.500000,47
2017-10-17,1950.000000,2000.000000,1950.000000,1995.000000,1995.000000,56
2017-10-18,1975.000000,1997.500000,1947.500000,1965.000000,1965.000000,15
2017-10-19,1947.500000,1957.500000,1927.500000,1955.000000,1955.000000,29
2017-10-20,1982.500000,2022.500000,1950.250000,1980.000000,1980.000000,12
2017-10-23,1967.500000,2012.500000,1950.000000,1972.500000,1972.500000,23
2017-10-24,1972.500000,2040.000000,1972.500000,1990.000000,1990.000000,40
2017-10-25,2372.500000,2625.000000,2190.000000,2205.000000,2205.000000,6806
2017-10-26,2150.000000,2220.000000,2012.500000,2200.000000,2200.000000,384
2017-10-27,2175.000000,2295.000000,2175.000000,2262.500000,2262.500000,114
2017-10-30,2240.000000,2275.000000,2150.000000,2175.000000,2175.000000,91
2017-10-31,2176.250000,2325.000000,2132.500000,2325.000000,2325.000000,90
2017-11-01,2300.000000,2380.000000,2207.500000,2255.000000,2255.000000,94
2017-11-02,2217.500000,2222.500000,2025.000000,2107.500000,2107.500000,312
2017-11-03,2112.500000,2325.000000,2030.000000,2172.500000,2172.500000,158
2017-11-06,2125.000000,2175.000000,2125.000000,2137.500000,2137.500000,56
2017-11-07,2147.500000,2147.500000,2095.000000,2102.500000,2102.500000,75
2017-11-08,2110.750000,2110.750000,2052.500000,2052.500000,2052.500000,60
2017-11-09,2050.000000,2052.500000,2030.000000,2052.500000,2052.500000,64
2017-11-10,2085.000000,2085.000000,2055.000000,2060.000000,2060.000000,18
2017-11-13,2055.000000,2055.000000,1907.500000,1925.000000,1925.000000,184
2017-11-14,1912.500000,2000.000000,1866.500000,1927.500000,1927.500000,83
2017-11-15,1912.500000,2020.000000,1905.750000,1997.500000,1997.500000,56
2017-11-16,1915.000000,2105.000000,1915.000000,1990.000000,1990.000000,323
2017-11-17,2005.000000,2032.500000,1955.000000,1995.000000,1995.000000,54
2017-11-20,2022.500000,2022.500000,1927.500000,1937.500000,1937.500000,57
2017-11-21,2040.250000,2040.250000,1912.500000,1950.000000,1950.000000,173
2017-11-22,1962.500000,2001.000000,1825.000000,1875.000000,1875.000000,247
2017-11-24,1875.000000,1897.500000,1865.000000,1897.500000,1897.500000,39
2017-11-27,1900.000000,1902.500000,1775.000000,1842.500000,1842.500000,128
2017-11-28,1837.500000,1987.500000,1813.250000,1940.000000,1940.000000,279
2017-11-29,1817.500000,2087.500000,1817.500000,2075.000000,2075.000000,286
2017-11-30,2047.500000,2172.500000,2047.500000,2090.000000,2090.000000,106
2017-12-01,2178.750000,2178.750000,2062.500000,2169.750000,2169.750000,199
2017-12-04,2075.000000,2075.000000,1852.500000,1925.000000,1925.000000,370
2017-12-05,1889.250000,1972.500000,1885.000000,1915.000000,1915.000000,55
2017-12-06,1880.000000,1925.000000,1780.000000,1782.500000,1782.500000,84
2017-12-07,1827.500000,1900.500000,1825.000000,1882.500000,1882.500000,24
2017-12-08,1945.000000,1960.000000,1835.000000,1950.000000,1950.000000,66
2017-12-11,1912.500000,1945.000000,1877.500000,1882.500000,1882.500000,148
2017-12-12,1877.500000,1932.250000,1833.500000,1887.500000,1887.500000,124
2017-12-13,1862.500000,1885.000000,1822.500000,1827.500000,1827.500000,63
2017-12-14,1830.000000,1882.250000,1802.500000,1827.500000,1827.500000,43
2017-12-15,1812.500000,1833.250000,1725.000000,1730.000000,1730.000000,156
2017-12-18,1655.000000,1757.750000,1655.000000,1742.500000,1742.500000,62
2017-12-19,1737.500000,1765.000000,1630.000000,1630.000000,1630.000000,260
2017-12-20,1602.500000,1715.000000,1555.000000,1677.500000,1677.500000,97
2017-12-21,1677.500000,1826.750000,1677.500000,1826.750000,1826.750000,86
2017-12-22,1752.500000,1783.750000,1717.500000,1765.000000,1765.000000,72
2017-12-26,1765.000000,1830.000000,1765.000000,1782.500000,1782.500000,49
2017-12-27,1767.500000,1811.500000,1628.500000,1710.000000,1710.000000,87
2017-12-28,1693.750000,1787.500000,1655.000000,1741.000000,1741.000000,171
2017-12-29,1787.500000,1825.000000,1750.000000,1750.000000,1750.000000,114
2018-01-02,1752.500000,1937.500000,1752.500000,1937.500000,1937.500000,132
2018-01-03,1925.000000,1987.250000,1750.000000,1780.000000,1780.000000,75
2018-01-04,3000.000000,3375.000000,2402.500000,2452.500000,2452.500000,15338
2018-01-05,2500.000000,2600.000000,2325.000000,2497.500000,2497.500000,1412
2018-01-08,2500.000000,2500.000000,2375.000000,2392.500000,2392.500000,1364
2018-01-09,2422.500000,2485.000000,2000.000000,2162.500000,2162.500000,816
2018-01-10,2137.500000,2295.000000,2062.500000,2227.500000,2227.500000,316
